title,degree_type,url_slug,url,row_number,URL,kiscourseid,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
Italian and Norwegian,BA,italian-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-norwegian-ba,169,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-norwegian-ba,UBAITAANOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Italian and Philosophy,BA,italian-and-philosophy-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-philosophy-ba,170,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-philosophy-ba,UBAITAAPHI18,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred. ",NA
Italian and Polish,BA,italian-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-polish-ba,171,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-polish-ba,UBAITAAPOL18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Italian and Portuguese,BA,italian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-portuguese-ba,172,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-portuguese-ba,UBAITAAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Italian and Romanian,BA,italian-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-romanian-ba,173,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-romanian-ba,UBAITAAROM18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Italian and Russian,BA,italian-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-russian-ba,174,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-russian-ba,UBAITAARUS18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Italian and Spanish,BA,italian-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-spanish-ba,175,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-spanish-ba,UBAITAASPA18,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Italian and Serbian/Croatian,BA,italian-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-serbian-croatian-ba,176,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-serbian-croatian-ba,UBAITAASRB18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Italian and Swedish,BA,italian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-swedish-ba,177,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-swedish-ba,UBAITAASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Italian and Ukrainian,BA,italian-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-ukrainian-ba,178,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-ukrainian-ba,UBAITAAUKR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Italian and Yiddish,BA,italian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-yiddish-ba,179,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-yiddish-ba,UBAITAAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Italian or Yiddish with no higher level score below 5,NA
Latin and English,BA,latin-and-english-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/latin-and-english-ba,180,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/latin-and-english-ba,UBALATAENG18,AAB,English Literature/Language and Literature and Latin at grade A required.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including English Literature/Language and Literature and Latin at grade 6, with no higher level score below 5.",NA
Language and Culture,BA,language-and-culture-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/language-and-culture-ba,181,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/language-and-culture-ba,UBALNGSCLT18,ABB,"Foreign language required, to include the following if studied as the main language: French or Spanish grade A.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, to include a foreign language, with no higher level score below 5. Higher level subjects to include the following if studied as main languages: French or Spanish at grade 6.",NA
Norwegian and Polish,BA,norwegian-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-polish-ba,182,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-polish-ba,UBANORAPOL18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Norwegian and Portuguese,BA,norwegian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-portuguese-ba,183,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-portuguese-ba,UBANORAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Norwegian and Romanian,BA,norwegian-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-romanian-ba,184,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-romanian-ba,UBANORAROM18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Norwegian and Russian,BA,norwegian-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-russian-ba,185,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-russian-ba,UBANORARUS18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Norwegian and Spanish,BA,norwegian-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-spanish-ba,186,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-spanish-ba,UBANORASPA18,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Norwegian and Serbian/Croatian,BA,norwegian-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-serbian-croatian-ba,187,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-serbian-croatian-ba,UBANORASRB18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Norwegian and Ukrainian,BA,norwegian-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-ukrainian-ba,188,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-ukrainian-ba,UBANORAUKR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Norwegian and Yiddish,BA,norwegian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-yiddish-ba,189,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-yiddish-ba,UBANORAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Norwegian or Yiddish with no higher level score below 5,NA
Philosophy and Computer Science,BA,philosophy-and-computer-science-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-computer-science-ba,190,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-computer-science-ba,UBAPHIACOM18,A*AA,Mathematics A* required.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including Mathematics grade 7, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Philosophy and Economics,BA,philosophy-and-economics-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-economics-ba,191,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-economics-ba,UBAPHIAECO18,A*AA,Mathematics A* required.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects including Mathematics grade 7, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Philosophy and History of Art,BA,philosophy-and-history-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-history-art-ba,192,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-history-art-ba,UBAPHIAHAR18,AAA,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5.",NA
"Politics, Sociology and East European Studies",BA,politics-sociology-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-sociology-and-east-european-studies-ba,193,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-sociology-and-east-european-studies-ba,UBAPLSAEEA18,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
"Politics, Sociology and East European Studies",BA,politics-sociology-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-sociology-and-east-european-studies-ba,194,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/politics-sociology-and-east-european-studies-ba,UBAPLSAEES18,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
Polish and Portuguese,BA,polish-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-portuguese-ba,195,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-portuguese-ba,UBAPOLAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Polish and Romanian,BA,polish-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-romanian-ba,196,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-romanian-ba,UBAPOLAROM18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Polish and Russian,BA,polish-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-russian-ba,197,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-russian-ba,UBAPOLARUS18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Polish and Spanish,BA,polish-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-spanish-ba,198,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-spanish-ba,UBAPOLASPA18,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Polish and Serbian/Croatian,BA,polish-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-serbian-croatian-ba,199,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-serbian-croatian-ba,UBAPOLASRB18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Polish and Swedish,BA,polish-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-swedish-ba,200,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-swedish-ba,UBAPOLASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Polish and Ukrainian,BA,polish-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-ukrainian-ba,201,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-ukrainian-ba,UBAPOLAUKR18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Polish and Yiddish,BA,polish-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-yiddish-ba,202,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-yiddish-ba,UBAPOLAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Polish or Yiddish with no higher level score below 5,NA
Polish and East European Studies,BA,polish-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-east-european-studies-ba,203,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/polish-and-east-european-studies-ba,UBAPSHAEES18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Romanian and East European Studies,BA,romanian-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-east-european-studies-ba,204,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-east-european-studies-ba,UBAROMAEES18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Romanian and Portuguese,BA,romanian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-portuguese-ba,205,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-portuguese-ba,UBAROMAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, including a foreign language, with no higher level score below 5.",NA
Romanian and Russian,BA,romanian-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-russian-ba,206,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-russian-ba,UBAROMARUS18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Romanian and Spanish,BA,romanian-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-spanish-ba,207,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-spanish-ba,UBAROMASPA18,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Romanian and Serbian/Croatian,BA,romanian-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-serbian-croatian-ba,208,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-serbian-croatian-ba,UBAROMASRB18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Romanian and Swedish,BA,romanian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-swedish-ba,209,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-swedish-ba,UBAROMASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Romanian or Swedish with no higher level score below 5,NA
Romanian and Ukrainian,BA,romanian-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-ukrainian-ba,210,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-ukrainian-ba,UBAROMAUKR18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Romanian and Yiddish,BA,romanian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-yiddish-ba,211,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/romanian-and-yiddish-ba,UBAROMAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Romanian or Yiddish with no higher level score below 5,NA
Russian and History,BA,russian-and-history-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-history-ba,212,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-history-ba,UBARUSAHSE18,ABB,History required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including History, with no higher level score below 5.",NA
Russian and Portuguese,BA,russian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-portuguese-ba,213,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-portuguese-ba,UBARUSAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Russian and Spanish,BA,russian-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-spanish-ba,214,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-spanish-ba,UBARUSASPA18,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Russian and Serbian/Croatian,BA,russian-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-serbian-croatian-ba,215,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-serbian-croatian-ba,UBARUSASRB18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Russian and Swedish,BA,russian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-swedish-ba,216,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-swedish-ba,UBARUSASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Russian and Ukrainian,BA,russian-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-ukrainian-ba,217,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-ukrainian-ba,UBARUSAUKR18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Russian and Yiddish,BA,russian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-yiddish-ba,218,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/russian-and-yiddish-ba,UBARUSAYID18,ABB,Russian or Yiddish required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include Russian or Yiddish.",NA
Scandinavian Studies and English,BA,scandinavian-studies-and-english-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-english-ba,219,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-english-ba,UBASCAAENG18,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including English A1 Literature/Language and Literature at grade 6, with no higher level score below 5. Foreign language preferred.",NA
Scandinavian Studies and History of Art,BA,scandinavian-studies-and-history-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-history-art-ba,220,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-history-art-ba,UBASCAAHAR18,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Foreign language preferred. ",NA
Scandinavian Studies and Latin,BA,scandinavian-studies-and-latin-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-latin-ba,221,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-latin-ba,UBASCAALAT18,ABB,"A in Latin required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including 6 in Latin, with no higher level score below 5. Foreign language preferred.",NA
Scandinavian Studies and Philosophy,BA,scandinavian-studies-and-philosophy-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-philosophy-ba,222,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/scandinavian-studies-and-philosophy-ba,UBASCAAPHI18,AAB,Please refer to UCL’s list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
Viking and Old Norse Studies,BA,viking-and-old-norse-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/viking-and-old-norse-studies-ba,223,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/viking-and-old-norse-studies-ba,UBASCASVON18,ABB,"English Literature, History and/or a foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. English Literature, History and/or language preferred.",NA
Serbian / Croatian and East European Studies,BA,serbian-croatian-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-east-european-studies-ba,224,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/serbian-croatian-and-east-european-studies-ba,UBASERAEES18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Spanish and History of Art,BA,spanish-and-history-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-history-art-ba,225,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-history-art-ba,UBASPAAHAR18,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Spanish and Latin American Studies,BA,spanish-and-latin-american-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-american-studies-ba,226,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/spanish-and-latin-american-studies-ba,UBASPAALAS18,ABB,Spanish grade A required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
